	entities	intent	text	clean_text	bow	len
1914	[]	agree	yes maam	['yes', 'maam']	[(1389, 1), (1411, 1)]	2
1915	[]	agree	sounds ok	['sound', 'okay']	[(1306, 1), (1392, 1)]	2
1916	[]	agree	sounds perfect	['sound', 'perfect']	[(1392, 1), (1412, 1)]	2
1917	[]	disagree	no	[]	[]	0
1918	[]	disagree	never	['never']	[(406, 1)]	1
1919	[]	disagree	I don't think so	['think']	[(65, 1)]	1
1920	[]	disagree	don't like that	['like']	[(364, 1)]	1
1921	[]	disagree	no way	['way']	[(794, 1)]	1
1922	[]	disagree	no i will not	[]	[]	0
1923	[]	disagree	No I don't want to	['want']	[(59, 1)]	1
1924	[]	disagree	No, fine for me	['fine']	[(105, 1)]	1
1925	[]	disagree	Enough	['enough']	[(489, 1)]	1
1926	[]	disagree	Certainly not	['certainly']	[(564, 1)]	1
1927	[]	disagree	no thanks	['thank']	[(1223, 1)]	1
1928	[]	disagree	I do not want to talk	['want', 'talk']	[(59, 1), (1346, 1)]	2
1929	[]	disagree	I do not want to	['want']	[(59, 1)]	1
1930	[]	disagree	don't like to talk about it	['like', 'talk']	[(364, 1), (1346, 1)]	2
1931	[]	disagree	Definitely not	['definitely']	[(1401, 1)]	1
1932	[]	disagree	sounds bad	['sound', 'bad']	[(134, 1), (1392, 1)]	2
1933	[]	disagree	No i don't	[]	[]	0
1934	[]	disagree	no i would not	['would']	[(119, 1)]	1
1935	[]	disagree	Nah	['nah']	[(1413, 1)]	1
1936	[]	disagree	Never ever	['never', 'ever']	[(208, 1), (406, 1)]	2
1937	[]	disagree	no way at all	['way']	[(794, 1)]	1
1938	[]	disagree	sorry but no	['sorry']	[(975, 1)]	1
1939	[]	disagree	No, sorry	['sorry']	[(975, 1)]	1
1940	[]	disagree	Not possible	['possible']	[(1414, 1)]	1
1941	[]	disagree	No that's not what I want	['want']	[(59, 1)]	1
1942	[]	disagree	No tks	['tks']	[(1415, 1)]	1
1943	[]	disagree	Nooo	['nooo']	[(1416, 1)]	1
1944	[]	disagree	no	[]	[]	0
1945	[]	disagree	never	['never']	[(406, 1)]	1
1946	[]	disagree	I don't think so	['think']	[(65, 1)]	1
1947	[]	disagree	don't like that	['like']	[(364, 1)]	1
1948	[]	disagree	no way	['way']	[(794, 1)]	1
1949	[]	disagree	no i will not	[]	[]	0
1950	[]	disagree	No I don't want to	['want']	[(59, 1)]	1
1951	[]	disagree	No, fine for me	['fine']	[(105, 1)]	1
1952	[]	disagree	Enough	['enough']	[(489, 1)]	1
1953	[]	disagree	Certainly not	['certainly']	[(564, 1)]	1
1954	[]	disagree	no thanks	['thank']	[(1223, 1)]	1
1955	[]	disagree	I do not want to talk	['want', 'talk']	[(59, 1), (1346, 1)]	2
1956	[]	disagree	I do not want to	['want']	[(59, 1)]	1
1957	[]	disagree	don't like to talk about it	['like', 'talk']	[(364, 1), (1346, 1)]	2
1958	[]	disagree	Definitely not	['definitely']	[(1401, 1)]	1
1959	[]	disagree	sounds bad	['sound', 'bad']	[(134, 1), (1392, 1)]	2
1960	[]	disagree	No i don't	[]	[]	0
1961	[]	disagree	no i would not	['would']	[(119, 1)]	1
1962	[]	disagree	Nah	['nah']	[(1413, 1)]	1
1963	[]	disagree	Never ever	['never', 'ever']	[(208, 1), (406, 1)]	2
1964	[]	disagree	no way at all	['way']	[(794, 1)]	1
1965	[]	disagree	sorry but no	['sorry']	[(975, 1)]	1
1966	[]	disagree	No, sorry	['sorry']	[(975, 1)]	1
1967	[]	disagree	Not possible	['possible']	[(1414, 1)]	1
1968	[]	disagree	No that's not what I want	['want']	[(59, 1)]	1
1969	[]	disagree	No tks	['tks']	[(1415, 1)]	1
1970	[]	disagree	Nooo	['nooo']	[(1416, 1)]	1
1971	[]	disagree	Impossible	['impossible']	[(1417, 1)]	1
1972	[]	disagree	N'	['n']	[(1418, 1)]	1
1973	[]	disagree	Maybe another day	['maybe', 'another', 'day']	[(1, 1), (341, 1), (369, 1)]	3
1974	[]	disagree	Maybe later	['maybe', 'late']	[(341, 1), (370, 1)]	2
1975	[]	disagree	Maybe not	['maybe']	[(341, 1)]	1
1976	[]	disagree	sounds not ok	['sound', 'okay']	[(1306, 1), (1392, 1)]	2
1977	[]	disagree	just wanted to share, not talk	['want', 'share', 'talk']	[(59, 1), (1346, 1), (1419, 1)]	3
1978	[]	disagree	No tk	['tk']	[(1420, 1)]	1
1979	[]	disagree	Hummm, no	['hummm']	[(1421, 1)]	1
1980	[]	disagree	Impossible	['impossible']	[(1417, 1)]	1
1981	[]	disagree	N'	['n']	[(1418, 1)]	1
1982	[]	disagree	Maybe another day	['maybe', 'another', 'day']	[(1, 1), (341, 1), (369, 1)]	3
1983	[]	disagree	Maybe later	['maybe', 'late']	[(341, 1), (370, 1)]	2
1984	[]	disagree	Maybe not	['maybe']	[(341, 1)]	1
1985	[]	disagree	sounds not ok	['sound', 'okay']	[(1306, 1), (1392, 1)]	2
1986	[]	disagree	just wanted to share, not talk	['want', 'share', 'talk']	[(59, 1), (1346, 1), (1419, 1)]	3
1987	[]	disagree	No tk	['tk']	[(1420, 1)]	1
1988	[]	disagree	Hummm, no	['hummm']	[(1421, 1)]	1
1989	[]	disagree	Niet	['niet']	[(1422, 1)]	1
1990	[]	disagree	Noway	['noway']	[(1423, 1)]	1
1991	[]	disagree	Nada	['nada']	[(1424, 1)]	1
1992	[]	disagree	Niet	['niet']	[(1422, 1)]	1
1993	[]	disagree	Noway	['noway']	[(1423, 1)]	1
1994	[]	disagree	Nada	['nada']	[(1424, 1)]	1
1995	[]	disagree	Nope	['nope']	[(1425, 1)]	1
1996	[]	disagree	Nope nope	['nope']	[(1425, 1)]	1
1997	[]	disagree	no, sorry but thanks	['sorry', 'thank']	[(975, 1), (1223, 1)]	2
1998	[]	disagree	Nie	['nie']	[(1426, 1)]	1
1999	[]	disagree	Nope	['nope']	[(1425, 1)]	1
2000	[]	fallback	what time is it?	['time']	[(92, 1)]	1
2001	[]	fallback	Please book a restaurant 	['please', 'book', 'restaurant']	[(978, 1), (1427, 1), (1428, 1)]	3
2002	[]	fallback	ctrl	['ctrl']	[(1429, 1)]	1
2003	[]	hello	Hello!	['hello']	[(1430, 1)]	1
2004	[]	hello	Hello sir	['hello', 'sir']	[(1410, 1), (1430, 1)]	2
2005	[]	hello	Hello dear	['hello', 'dear']	[(1430, 1), (1431, 1)]	2
2006	[]	hello	Hi	['hi']	[(1432, 1)]	1
2007	[]	hello	hey	['hey']	[(1409, 1)]	1
2008	[]	hello	hello there	['hello']	[(1430, 1)]	1
2009	[]	hello	good morning	['good', 'morning']	[(52, 1), (61, 1)]	2
2010	[]	hello	good evening	['good', 'even']	[(61, 1), (76, 1)]	2
2011	[]	hello	moin	['moin']	[(1433, 1)]	1
2012	[]	hello	hey there	['hey']	[(1409, 1)]	1
2013	[]	hello	let's go	['let', 'go']	[(11, 1), (1122, 1)]	2
2014	[]	hello	goodmorning	['goodmorning']	[(1434, 1)]	1
2015	[]	hello	goodafternoon	['goodafternoon']	[(1435, 1)]	1
2016	[]	hello	good afternoon	['good', 'afternoon']	[(61, 1), (1436, 1)]	2
2017	[]	hello	goodevening	['goodevening']	[(1437, 1)]	1
2018	[]	hello	Yo	['yo']	[(1438, 1)]	1
2019	[]	hello	Yop!	['yop']	[(1439, 1)]	1
2020	[]	hello	Poke	['poke']	[(1440, 1)]	1
2021	[]	hello	Pst!	['pst']	[(1441, 1)]	1
2022	[]	hello	Shall we start?	['shall', 'start']	[(56, 1), (1442, 1)]	2
2023	[]	hello	Let's start!	['let', 'start']	[(56, 1), (1122, 1)]	2
2024	[]	hello	Shall we?	['shall']	[(1442, 1)]	1
2025	[]	hello	lets go	['let', 'go']	[(11, 1), (1122, 1)]	2
2026	[]	hello	Sup!	['sup']	[(1443, 1)]	1
2027	[]	hello	What's up?	[]	[]	0
2028	[]	hello	Hey dear!	['hey', 'dear']	[(1409, 1), (1431, 1)]	2
2029	[]	hello	Hello robot!	['hello', 'robot']	[(1220, 1), (1430, 1)]	2
2030	[]	hello	Plop	['plop']	[(1444, 1)]	1
2031	[]	hello	Yoo!	['yoo']	[(1445, 1)]	1
2032	[]	hello	Hola	['hola']	[(1446, 1)]	1
2033	[]	hello	Hi my friend	['hi', 'friend']	[(190, 1), (1432, 1)]	2
2034	[]	hello	Evening	['evening']	[(1359, 1)]	1
2035	[]	hello	Afternoon	['afternoon']	[(1436, 1)]	1
2036	[]	hello	Let's talk	['let', 'talk']	[(1122, 1), (1346, 1)]	2
2037	[]	hello	Can we begin?	['begin']	[(428, 1)]	1
2038	[]	hello	Can we go?	['go']	[(11, 1)]	1
2039	[]	hello	I can talk to you now	['talk']	[(1346, 1)]	1
2040	[]	hello	Hi	['hi']	[(1432, 1)]	1
2041	[]	hello	Hello!	['hello']	[(1430, 1)]	1
2042	[]	hello	Hello sir	['hello', 'sir']	[(1410, 1), (1430, 1)]	2
2043	[]	hello	Hello dear	['hello', 'dear']	[(1430, 1), (1431, 1)]	2
2044	[]	hello	Hi	['hi']	[(1432, 1)]	1
2045	[]	hello	hey	['hey']	[(1409, 1)]	1
2046	[]	hello	hello there	['hello']	[(1430, 1)]	1
2047	[]	hello	good morning	['good', 'morning']	[(52, 1), (61, 1)]	2
2048	[]	hello	good evening	['good', 'even']	[(61, 1), (76, 1)]	2
2049	[]	hello	moin	['moin']	[(1433, 1)]	1
2050	[]	hello	hey there	['hey']	[(1409, 1)]	1
2051	[]	hello	let's go	['let', 'go']	[(11, 1), (1122, 1)]	2
2052	[]	hello	goodmorning	['goodmorning']	[(1434, 1)]	1
2053	[]	hello	goodafternoon	['goodafternoon']	[(1435, 1)]	1
2054	[]	hello	good afternoon	['good', 'afternoon']	[(61, 1), (1436, 1)]	2
2055	[]	hello	goodevening	['goodevening']	[(1437, 1)]	1
2056	[]	hello	Yo	['yo']	[(1438, 1)]	1
2057	[]	hello	Yop!	['yop']	[(1439, 1)]	1
2058	[]	hello	Poke	['poke']	[(1440, 1)]	1
2059	[]	hello	Pst!	['pst']	[(1441, 1)]	1
2060	[]	hello	Shall we start?	['shall', 'start']	[(56, 1), (1442, 1)]	2
2061	[]	hello	Let's start!	['let', 'start']	[(56, 1), (1122, 1)]	2
2062	[]	hello	Shall we?	['shall']	[(1442, 1)]	1
2063	[]	hello	lets go	['let', 'go']	[(11, 1), (1122, 1)]	2
2064	[]	hello	Sup!	['sup']	[(1443, 1)]	1
2065	[]	hello	What's up?	[]	[]	0
2066	[]	hello	Hey dear!	['hey', 'dear']	[(1409, 1), (1431, 1)]	2
2067	[]	hello	Hello robot!	['hello', 'robot']	[(1220, 1), (1430, 1)]	2
2068	[]	hello	Plop	['plop']	[(1444, 1)]	1
2069	[]	hello	Yoo!	['yoo']	[(1445, 1)]	1
2070	[]	hello	Hola	['hola']	[(1446, 1)]	1
2071	[]	hello	Hi my friend	['hi', 'friend']	[(190, 1), (1432, 1)]	2
2072	[]	hello	Evening	['evening']	[(1359, 1)]	1
2073	[]	hello	Afternoon	['afternoon']	[(1436, 1)]	1
2074	[]	hello	Let's talk	['let', 'talk']	[(1122, 1), (1346, 1)]	2
2075	[]	hello	Can we begin?	['begin']	[(428, 1)]	1
2076	[]	hello	Can we go?	['go']	[(11, 1)]	1
2077	[]	hello	I can talk to you now	['talk']	[(1346, 1)]	1
2078	[]	hello	Hi	['hi']	[(1432, 1)]	1
2079	[]	hello	Hey friend	['hey', 'friend']	[(190, 1), (1409, 1)]	2
2080	[]	hello	heyyy	['heyyy']	[(1447, 1)]	1
2081	[]	hello	let s go	['let', 'go']	[(11, 1), (1122, 1)]	2
2082	[]	hello	whatzup?	['whatzup']	[(1448, 1)]	1
2083	[]	hello	zup?	['zup']	[(1449, 1)]	1
2084	[]	hello	he	[]	[]	0
2085	[]	hello	good morn	['good', 'morn']	[(61, 1), (1450, 1)]	2
2086	[]	hello	vning	['vning']	[(1451, 1)]	1
2087	[]	bye	cu	['cu']	[(1452, 1)]	1
2088	[]	bye	good by	['good']	[(61, 1)]	1
2089	[]	bye	cee you later	['cee', 'late']	[(370, 1), (1453, 1)]	2
2090	[]	bye	good night	['good', 'night']	[(22, 1), (61, 1)]	2
2091	[]	bye	good afternoon	['good', 'afternoon']	[(61, 1), (1436, 1)]	2
2092	[]	bye	bye	['bye']	[(1454, 1)]	1
2093	[]	bye	goodbye	['goodbye']	[(1455, 1)]	1
2094	[]	bye	have a nice day	['nice', 'day']	[(1, 1), (1456, 1)]	2
2095	[]	bye	see you around	['see', 'around']	[(111, 1), (167, 1)]	2
2096	[]	bye	bye bye	['bye', 'bye']	[(1454, 2)]	2
2097	[]	bye	see you later	['see', 'late']	[(167, 1), (370, 1)]	2
2098	[]	bye	good bye	['good', 'bye']	[(61, 1), (1454, 1)]	2
2099	[]	bye	See you	['see']	[(167, 1)]	1
2100	[]	bye	Talk to you later	['talk', 'late']	[(370, 1), (1346, 1)]	2
2101	[]	bye	talk to you asap	['talk', 'asap']	[(1346, 1), (1457, 1)]	2
2102	[]	bye	see you soon	['see', 'soon']	[(167, 1), (492, 1)]	2
2103	[]	bye	Talk to you soon	['talk', 'soon']	[(492, 1), (1346, 1)]	2
2104	[]	bye	see ya	['see']	[(167, 1)]	1
2105	[]	bye	Bye my friend	['bye', 'friend']	[(190, 1), (1454, 1)]	2
2106	[]	bye	have a good day	['good', 'day']	[(1, 1), (61, 1)]	2
2107	[]	bye	talk to you tomorrow	['talk', 'tomorrow']	[(1346, 1), (1458, 1)]	2
2108	[]	bye	see you next time	['see', 'next', 'time']	[(92, 1), (167, 1), (1382, 1)]	3
2109	[]	bye	next time	['next', 'time']	[(92, 1), (1382, 1)]	2
2110	[]	bye	howdy	['howdy']	[(1459, 1)]	1
2111	[]	bye	stop	['stop']	[(25, 1)]	1
2112	[]	bye	end	['end']	[(17, 1)]	1
2113	[]	bye	have a good one	['good', 'one']	[(61, 1), (91, 1)]	2
2114	[]	bye	have a good day	['good', 'day']	[(1, 1), (61, 1)]	2
2115	[]	bye	have a good week	['good', 'week']	[(4, 1), (61, 1)]	2
2116	[]	bye	stop it now	['stop']	[(25, 1)]	1
2117	[]	bye	stop here please	['stop', 'please']	[(25, 1), (978, 1)]	2
2118	[]	bye	end of day now!	['end', 'day']	[(1, 1), (17, 1)]	2
2119	[]	bye	TTYL	['ttyl']	[(1460, 1)]	1
2120	[]	bye	stahp	['stahp']	[(1461, 1)]	1
2121	[]	bye	I will end this here	['end']	[(17, 1)]	1
2122	[]	bye	Can we restart the day?	['restart', 'day']	[(1, 1), (1462, 1)]	2
2123	[]	bye	Can we stop here?	['stop']	[(25, 1)]	1
2124	[]	bye	Please stop that now	['please', 'stop']	[(25, 1), (978, 1)]	2
2125	[]	bye	End it	['end']	[(17, 1)]	1
2126	[]	bye	cu	['cu']	[(1452, 1)]	1
2127	[]	bye	good by	['good']	[(61, 1)]	1
2128	[]	bye	cee you later	['cee', 'late']	[(370, 1), (1453, 1)]	2
2129	[]	bye	good night	['good', 'night']	[(22, 1), (61, 1)]	2
2130	[]	bye	good afternoon	['good', 'afternoon']	[(61, 1), (1436, 1)]	2
2131	[]	bye	bye	['bye']	[(1454, 1)]	1
2132	[]	bye	goodbye	['goodbye']	[(1455, 1)]	1
2133	[]	bye	have a nice day	['nice', 'day']	[(1, 1), (1456, 1)]	2
2134	[]	bye	see you around	['see', 'around']	[(111, 1), (167, 1)]	2
2135	[]	bye	bye bye	['bye', 'bye']	[(1454, 2)]	2
2136	[]	bye	see you later	['see', 'late']	[(167, 1), (370, 1)]	2
2137	[]	bye	good bye	['good', 'bye']	[(61, 1), (1454, 1)]	2
2138	[]	bye	See you	['see']	[(167, 1)]	1
2139	[]	bye	Talk to you later	['talk', 'late']	[(370, 1), (1346, 1)]	2
2140	[]	bye	talk to you asap	['talk', 'asap']	[(1346, 1), (1457, 1)]	2
2141	[]	bye	see you soon	['see', 'soon']	[(167, 1), (492, 1)]	2
2142	[]	bye	Talk to you soon	['talk', 'soon']	[(492, 1), (1346, 1)]	2
2143	[]	bye	see ya	['see']	[(167, 1)]	1
2144	[]	bye	Bye my friend	['bye', 'friend']	[(190, 1), (1454, 1)]	2
2145	[]	bye	have a good day	['good', 'day']	[(1, 1), (61, 1)]	2
2146	[]	bye	talk to you tomorrow	['talk', 'tomorrow']	[(1346, 1), (1458, 1)]	2
2147	[]	bye	see you next time	['see', 'next', 'time']	[(92, 1), (167, 1), (1382, 1)]	3
2148	[]	bye	next time	['next', 'time']	[(92, 1), (1382, 1)]	2
2149	[]	bye	howdy	['howdy']	[(1459, 1)]	1
2150	[]	bye	stop	['stop']	[(25, 1)]	1
2151	[]	bye	end	['end']	[(17, 1)]	1
2152	[]	bye	have a good one	['good', 'one']	[(61, 1), (91, 1)]	2
2153	[]	bye	have a good day	['good', 'day']	[(1, 1), (61, 1)]	2
2154	[]	bye	have a good week	['good', 'week']	[(4, 1), (61, 1)]	2
2155	[]	bye	stop it now	['stop']	[(25, 1)]	1
2156	[]	bye	stop here please	['stop', 'please']	[(25, 1), (978, 1)]	2
2157	[]	bye	end of day now!	['end', 'day']	[(1, 1), (17, 1)]	2
2158	[]	bye	TTYL	['ttyl']	[(1460, 1)]	1
2159	[]	bye	stahp	['stahp']	[(1461, 1)]	1
2160	[]	bye	I will end this here	['end']	[(17, 1)]	1
2161	[]	bye	Can we restart the day?	['restart', 'day']	[(1, 1), (1462, 1)]	2
2162	[]	bye	Can we stop here?	['stop']	[(25, 1)]	1
2163	[]	bye	Please stop that now	['please', 'stop']	[(25, 1), (978, 1)]	2
2164	[]	bye	End it	['end']	[(17, 1)]	1
2165	[]	bye	See you tomorrow	['see', 'tomorrow']	[(167, 1), (1458, 1)]	2
2166	[]	bye	goodby	['goodby']	[(1463, 1)]	1
2167	[]	bye	godbye	['godbye']	[(1464, 1)]	1
2168	[]	bye	Ciao	['ciao']	[(1465, 1)]	1
2169	[]	bye	Byye	['byye']	[(1466, 1)]	1
2170	[]	bye	goodnight	['goodnight']	[(1467, 1)]	1
2171	[]	bye	later	['late']	[(370, 1)]	1
2172	[]	social	I don't see anyone	['see', 'anyone']	[(167, 1), (1075, 1)]	2
2173	[]	social	I see anybody	['see', 'anybody']	[(167, 1), (1468, 1)]	2
2174	[]	social	Because I don't see anyone	['see', 'anyone']	[(167, 1), (1075, 1)]	2
2175	[{'start': 28, 'end': 31, 'value': 'ear', 'entity': 'body_part'}]	pain	Because I feel a pain in my ear	['feel', 'pain', 'ear']	[(104, 1), (537, 1), (889, 1)]	3
2176	[{'start': 28, 'end': 31, 'value': 'ear', 'entity': 'body_part'}, {'start': 11, 'end': 16, 'value': 'sharp', 'entity': 'pain_desc'}]	pain	There is a sharp pain in my ear	['sharp', 'pain', 'ear']	[(537, 1), (889, 1), (1057, 1)]	3
2177	[{'start': 12, 'end': 17, 'value': 'sharp', 'entity': 'pain_desc'}, {'start': 30, 'end': 33, 'value': 'ear', 'entity': 'body_part'}]	pain	I feel that sharp pain in the ear	['feel', 'sharp', 'pain', 'ear']	[(104, 1), (537, 1), (889, 1), (1057, 1)]	4
2178	[{'start': 11, 'end': 14, 'value': 'ear', 'entity': 'body_part'}]	pain	It's in my ear	['ear']	[(889, 1)]	1
2179	[{'start': 25, 'end': 36, 'value': 'few minutes', 'entity': 'duration'}]	pain	The pain is here since a few minutes	['pain', 'since', 'minute']	[(80, 1), (90, 1), (537, 1)]	3
2180	[{'start': 26, 'end': 34, 'value': 'few days', 'entity': 'duration'}]	pain	This pain is here since a few days	['pain', 'since', 'day']	[(1, 1), (80, 1), (537, 1)]	3
2181	[]	pain	I can't do anything, it hurts too much	['anything', 'hurt', 'much']	[(34, 1), (126, 1), (959, 1)]	3
2182	[]	disagree	Noope	['noope']	[(1469, 1)]	1
2183	[]	disagree	Naah	['naah']	[(1470, 1)]	1
2184	[{'start': 9, 'end': 15, 'value': 'tennis', 'entity': 'activity_sport'}]	activity	I played tennis	['play', 'tennis']	[(1189, 1), (1190, 1)]	2
2185	[{'start': 11, 'end': 17, 'value': 'tennis', 'entity': 'activity_sport'}]	activity	I did some tennis	['tennis']	[(1190, 1)]	1
2186	[{'start': 17, 'end': 22, 'value': 'dance', 'entity': 'activity_sport'}]	activity	I was practicing dance	['practice', 'dance']	[(1135, 1), (1471, 1)]	2
2187	[{'start': 11, 'end': 19, 'value': 'football', 'entity': 'activity_sport'}, {'start': 23, 'end': 31, 'value': 'week-end', 'entity': 'period'}]	activity	I practice football on week-end	['practice', 'football', 'week', 'end']	[(4, 1), (17, 1), (1251, 1), (1471, 1)]	4
2188	[{'start': 11, 'end': 19, 'value': 'climbing', 'entity': 'activity_sport'}]	activity	I did some climbing	['climb']	[(1206, 1)]	1
2189	[{'start': 17, 'end': 20, 'value': 'run', 'entity': 'activity_sport'}]	activity	I did come for a run	['come', 'run']	[(74, 1), (645, 1)]	2
2190	[{'start': 14, 'end': 17, 'value': 'gym', 'entity': 'activity_sport'}]	activity	I came to the gym	['come', 'gym']	[(74, 1), (1387, 1)]	2
2191	[{'start': 12, 'end': 23, 'value': 'tai kwen do', 'entity': 'activity_sport'}]	activity	I was doing tai kwen do	['tai', 'kwen']	[(1472, 1), (1473, 1)]	2
2192	[{'start': 5, 'end': 9, 'value': 'yoga', 'entity': 'activity_sport'}]	activity	I do yoga	['yoga']	[(1474, 1)]	1
2193	[{'start': 5, 'end': 13, 'value': 'marathon', 'entity': 'activity_sport'}]	activity	I do marathon	['marathon']	[(851, 1)]	1
2194	[{'start': 0, 'end': 11, 'value': 'competitive', 'entity': 'activity_sport'}, {'start': 19, 'end': 30, 'value': 'every month', 'entity': 'period'}]	activity	competitive sports every month	['competitive', 'sport', 'every', 'month']	[(12, 1), (20, 1), (1185, 1), (1475, 1)]	4
2195	[{'start': 0, 'end': 6, 'value': '1 hour', 'entity': 'duration'}]	activity	1 hour	['_num_', 'hour']	[(27, 1), (362, 1)]	2
2196	[{'start': 0, 'end': 10, 'value': 'four hours', 'entity': 'duration'}]	activity	four hours	['four', 'hour']	[(21, 1), (362, 1)]	2
2197	[{'start': 0, 'end': 8, 'value': 'Few days', 'entity': 'duration'}]	pain	Few days	['day']	[(1, 1)]	1
2198	[{'start': 6, 'end': 15, 'value': 'some days', 'entity': 'duration'}]	pain	Since some days	['since', 'day']	[(1, 1), (80, 1)]	2
2199	[{'start': 0, 'end': 10, 'value': '40 minutes', 'entity': 'duration'}]	activity	40 minutes	['_num_', 'minute']	[(27, 1), (90, 1)]	2
2200	[{'start': 5, 'end': 10, 'value': 'hours', 'entity': 'duration'}]	pain	Some hours	['hour']	[(362, 1)]	1
2201	[{'start': 0, 'end': 9, 'value': 'two hours', 'entity': 'duration'}]	activity	two hours	['two', 'hour']	[(106, 1), (362, 1)]	2
2202	[{'start': 0, 'end': 13, 'value': 'A lot of time', 'entity': 'duration'}]	pain	A lot of time	['lot', 'time']	[(92, 1), (158, 1)]	2
2203	[{'start': 6, 'end': 11, 'value': 'weeks', 'entity': 'duration'}]	pain	a few weeks	['week']	[(4, 1)]	1
2204	[{'start': 6, 'end': 10, 'value': 'days', 'entity': 'duration'}]	pain	Since days	['since', 'day']	[(1, 1), (80, 1)]	2
2205	[{'start': 6, 'end': 12, 'value': 'tennis', 'entity': 'activity_sport'}]	activity	I did tennis	['tennis']	[(1190, 1)]	1
2206	[{'start': 7, 'end': 10, 'value': 'arm', 'entity': 'body_part'}]	pain	In the arm	['arm']	[(916, 1)]	1
2207	[{'start': 0, 'end': 6, 'value': 'Tennis', 'entity': 'activity_sport'}]	activity	Tennis	['tennis']	[(1190, 1)]	1
2208	[{'start': 3, 'end': 10, 'value': 'abdomen', 'entity': 'body_part'}]	pain	My abdomen hurts	['abdomen', 'hurt']	[(959, 1), (1476, 1)]	2
2209	[{'start': 11, 'end': 20, 'value': 'esophagus', 'entity': 'body_part'}]	pain	It's in my esophagus	['esophagus']	[(1477, 1)]	1
2210	[{'start': 7, 'end': 12, 'value': 'liver', 'entity': 'body_part'}]	pain	In the liver	['live']	[(1121, 1)]	1
2211	[{'start': 27, 'end': 32, 'value': 'ankle', 'entity': 'body_part'}, {'start': 39, 'end': 46, 'value': '4 hours', 'entity': 'duration'}, {'start': 9, 'end': 14, 'value': 'sharp', 'entity': 'pain_desc'}]	pain	I have a sharp pain in the ankle since 4 hours	['sharp', 'pain', 'ankle', 'since', '_num_', 'hour']	[(27, 1), (80, 1), (362, 1), (537, 1), (898, 1), (1057, 1)]	6
